sub_region_2,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Butte County,,06007,2020-04-26,-41,4,14,,-29,7
Butte County,,06007,2020-04-27,-36,2,-4,,-36,12
Butte County,,06007,2020-04-28,-37,0,11,,-40,5
Butte County,,06007,2020-04-29,-37,1,1,,-40,13
Butte County,,06007,2020-04-30,-34,1,1,,-40,13
Butte County,,06007,2020-05-01,-34,9,-4,,-36,13
Butte County,,06007,2020-05-02,-36,8,-17,,-25,8
Butte County,,06007,2020-05-03,-33,12,19,,-25,6
Butte County,,06007,2020-05-04,-29,7,2,,-34,11
Butte County,,06007,2020-05-05,-31,10,7,,-37,11
Butte County,,06007,2020-05-06,-34,4,-3,,-37,12
Butte County,,06007,2020-05-07,-33,3,1,,-38,11
Butte County,,06007,2020-05-08,-34,6,-18,,-35,12
Butte County,,06007,2020-05-09,-33,21,-13,,-21,6
Butte County,,06007,2020-05-10,-33,25,-1,,-21,3
Butte County,,06007,2020-05-11,-34,-3,-38,,-34,12
Butte County,,06007,2020-05-12,-36,1,-32,,-37,13
Butte County,,06007,2020-05-13,-31,2,-30,,-36,12
Butte County,,06007,2020-05-14,-31,-1,-16,,-37,12
Butte County,,06007,2020-05-15,-32,4,-7,,-33,11
Butte County,,06007,2020-05-16,-32,5,-16,,-19,6
Butte County,,06007,2020-05-17,-32,1,-35,,-23,8
Butte County,,06007,2020-05-18,-28,-4,-31,,-32,12
Butte County,,06007,2020-05-19,-27,2,2,,-33,10
Butte County,,06007,2020-05-20,-26,4,-4,,-34,10
Butte County,,06007,2020-05-21,-26,2,4,,-34,9
Butte County,,06007,2020-05-22,-29,5,-12,,-31,10
Butte County,,06007,2020-05-23,-29,9,4,,-17,4
Butte County,,06007,2020-05-24,-25,10,29,,-20,3
Butte County,,06007,2020-05-25,-33,-2,22,,-64,14
Butte County,,06007,2020-05-26,-27,1,-3,,-32,9
Butte County,,06007,2020-05-27,-26,3,-5,,-32,10
Butte County,,06007,2020-05-28,-26,2,-1,,-32,9
Butte County,,06007,2020-05-29,-28,2,-16,,-27,10
Butte County,,06007,2020-05-30,-29,1,-32,,-11,7
Butte County,,06007,2020-05-31,-24,6,16,,-8,4
Butte County,,06007,2020-06-01,-18,7,-5,,-25,7
Butte County,,06007,2020-06-02,-20,8,3,,-29,8
Butte County,,06007,2020-06-03,-19,11,-3,,-31,8
Butte County,,06007,2020-06-04,-18,10,15,,-31,7
Butte County,,06007,2020-06-05,-23,10,11,,-28,8
Butte County,,06007,2020-06-06,-23,10,-8,,-10,4
Butte County,,06007,2020-06-07,-20,9,18,,-9,3
Butte County,,06007,2020-06-08,-18,7,-3,,-26,8
Butte County,,06007,2020-06-09,-21,9,11,,-28,7
Butte County,,06007,2020-06-10,-21,6,8,,-29,7
Butte County,,06007,2020-06-11,-22,3,10,,-30,7
Butte County,,06007,2020-06-12,-24,3,-13,,-28,8
Butte County,,06007,2020-06-13,-25,5,-11,,-9,4
Butte County,,06007,2020-06-14,-21,7,20,,-8,2
Butte County,,06007,2020-06-15,-19,3,1,,-27,7
Butte County,,06007,2020-06-16,-19,3,18,,-29,7
Butte County,,06007,2020-06-17,-19,6,0,,-30,7
Butte County,,06007,2020-06-18,-20,3,7,,-31,7
Butte County,,06007,2020-06-19,-24,4,-2,,-28,7
Butte County,,06007,2020-06-20,-25,11,1,,-8,2
Butte County,,06007,2020-06-21,-23,13,14,,-6,0
Butte County,,06007,2020-06-22,-21,1,0,,-29,7
Butte County,,06007,2020-06-23,-22,2,12,,-31,7
Calaveras County,,06009,2020-02-15,18,27,61,,2,
Calaveras County,,06009,2020-02-16,44,47,,,5,
Calaveras County,,06009,2020-02-17,26,17,,,-35,
Calaveras County,,06009,2020-02-18,5,22,,,3,-1
Calaveras County,,06009,2020-02-19,8,13,,,2,0
Calaveras County,,06009,2020-02-20,8,20,,,2,-1
Calaveras County,,06009,2020-02-21,6,18,,,7,-1
Calaveras County,,06009,2020-02-22,1,17,25,,1,
Calaveras County,,06009,2020-02-23,18,19,,,5,
Calaveras County,,06009,2020-02-24,-3,7,,,1,0
Calaveras County,,06009,2020-02-25,0,12,,,3,-1
Calaveras County,,06009,2020-02-26,5,18,,,0,-1
Calaveras County,,06009,2020-02-27,6,18,,,1,-1
Calaveras County,,06009,2020-02-28,6,18,,,3,-1
Calaveras County,,06009,2020-02-29,3,6,18,,-1,
Calaveras County,,06009,2020-03-01,8,21,2,,3,
Calaveras County,,06009,2020-03-02,-1,12,,,-2,1
Calaveras County,,06009,2020-03-03,11,26,,,5,-2
Calaveras County,,06009,2020-03-04,6,23,,,3,-1
Calaveras County,,06009,2020-03-05,7,22,,,0,-1
Calaveras County,,06009,2020-03-06,6,11,,,3,0
Calaveras County,,06009,2020-03-07,-12,-2,-40,,-7,
Calaveras County,,06009,2020-03-08,5,12,15,,-1,
Calaveras County,,06009,2020-03-09,1,9,,,6,1
Calaveras County,,06009,2020-03-10,5,25,,,3,0
Calaveras County,,06009,2020-03-11,0,13,,,0,0
Calaveras County,,06009,2020-03-12,8,32,,,-2,0
Calaveras County,,06009,2020-03-13,1,35,,,0,1
Calaveras County,,06009,2020-03-14,-21,16,-52,,-6,
Calaveras County,,06009,2020-03-15,-15,25,-53,,-13,
Calaveras County,,06009,2020-03-16,-19,4,,,-26,9
Calaveras County,,06009,2020-03-17,-14,33,,,-24,7
Calaveras County,,06009,2020-03-18,-16,22,,,-28,9
Calaveras County,,06009,2020-03-19,-16,18,,,-27,10
Calaveras County,,06009,2020-03-20,-27,10,,,-32,
Calaveras County,,06009,2020-03-21,-42,-9,-25,,-34,
Calaveras County,,06009,2020-03-22,-33,9,4,,-37,
Calaveras County,,06009,2020-03-23,-34,-12,,,-37,
Calaveras County,,06009,2020-03-24,-38,-7,,,-39,
Calaveras County,,06009,2020-03-25,-36,-10,,,-41,
Calaveras County,,06009,2020-03-26,-35,-2,,,-40,
Calaveras County,,06009,2020-03-27,-37,-1,,,-38,
Calaveras County,,06009,2020-03-28,-49,-20,-60,,-40,
Calaveras County,,06009,2020-03-29,-42,-12,-28,,-39,
Calaveras County,,06009,2020-03-30,-31,-12,,,-38,
Calaveras County,,06009,2020-03-31,-28,4,,,-39,
Calaveras County,,06009,2020-04-01,-28,8,,,-42,
Calaveras County,,06009,2020-04-02,-29,0,,,-41,
Calaveras County,,06009,2020-04-03,-32,-9,,,-38,
Calaveras County,,06009,2020-04-04,-50,-17,-75,,-38,
Calaveras County,,06009,2020-04-05,-56,-18,,,-45,
Calaveras County,,06009,2020-04-06,,,,,-43,
Calaveras County,,06009,2020-04-07,,,,,-40,
Calaveras County,,06009,2020-04-08,,,,,-43,
Calaveras County,,06009,2020-04-09,,,,,-43,
Calaveras County,,06009,2020-04-10,-33,,,,-41,
Calaveras County,,06009,2020-04-11,-41,,-54,,-34,
Calaveras County,,06009,2020-04-12,-57,,-36,,-46,
Calaveras County,,06009,2020-04-13,-28,,,,-38,
Calaveras County,,06009,2020-04-14,-29,,,,-35,
Calaveras County,,06009,2020-04-15,-32,,,,-37,
Calaveras County,,06009,2020-04-16,-50,,,,-37,
Calaveras County,,06009,2020-04-17,-56,-2,,,-37,
Calaveras County,,06009,2020-04-18,-59,-1,-50,,-35,
Calaveras County,,06009,2020-04-19,-55,,-1,,-39,
Calaveras County,,06009,2020-04-20,-51,,,,-37,
Calaveras County,,06009,2020-04-21,-50,,,,-37,
Calaveras County,,06009,2020-04-22,-49,,,,-38,
Calaveras County,,06009,2020-04-23,-48,,,,-39,
Calaveras County,,06009,2020-04-24,-52,3,,,-34,
Calaveras County,,06009,2020-04-25,-54,7,-30,,-35,
Calaveras County,,06009,2020-04-26,-47,,7,,-37,
Calaveras County,,06009,2020-04-27,-46,,,,-36,
Calaveras County,,06009,2020-04-28,-46,,,,-37,
Calaveras County,,06009,2020-04-29,-48,,,,-37,
Calaveras County,,06009,2020-04-30,-44,,,,-38,
Calaveras County,,06009,2020-05-01,-45,16,,,-33,
Calaveras County,,06009,2020-05-02,-49,10,-18,,-27,
Calaveras County,,06009,2020-05-03,-42,,15,,-33,
Calaveras County,,06009,2020-05-04,-42,,,,-33,
Calaveras County,,06009,2020-05-05,-41,,,,-31,9
Calaveras County,,06009,2020-05-06,-42,,,,-35,11
Calaveras County,,06009,2020-05-07,-40,,,,-34,11
Calaveras County,,06009,2020-05-08,-44,,,,-32,
Calaveras County,,06009,2020-05-09,-46,,12,,-24,
Calaveras County,,06009,2020-05-10,-40,,,,-26,
Calaveras County,,06009,2020-05-11,-41,,,,-30,
Calaveras County,,06009,2020-05-12,-45,,,,-31,9
Calaveras County,,06009,2020-05-13,-39,,,,-31,10
Calaveras County,,06009,2020-05-14,-39,16,,,-33,10
Calaveras County,,06009,2020-05-15,-40,15,,,-28,
Calaveras County,,06009,2020-05-16,-39,,44,,-22,
Calaveras County,,06009,2020-05-17,-43,,-14,,-33,
Calaveras County,,06009,2020-05-18,-48,6,,,-32,
Calaveras County,,06009,2020-05-19,-40,19,,,-29,10
Calaveras County,,06009,2020-05-20,-34,24,,,-30,9
Calaveras County,,06009,2020-05-21,-31,30,,,-30,9
Calaveras County,,06009,2020-05-22,-32,30,,,-27,
Calaveras County,,06009,2020-05-23,-31,,123,,-19,
Calaveras County,,06009,2020-05-24,-14,,,,-24,
Calaveras County,,06009,2020-05-25,-26,22,,,-64,
Calaveras County,,06009,2020-05-26,-36,28,,,-27,7
Calaveras County,,06009,2020-05-27,-35,22,,,-26,8
Calaveras County,,06009,2020-05-28,-34,28,,,-28,8
Calaveras County,,06009,2020-05-29,-33,21,,,-23,8
Calaveras County,,06009,2020-05-30,-42,,25,,-14,
Calaveras County,,06009,2020-05-31,-29,,,,-18,
Calaveras County,,06009,2020-06-01,-32,16,,,-21,7
Calaveras County,,06009,2020-06-02,-30,28,,,-22,7
Calaveras County,,06009,2020-06-03,-31,30,,,-23,7
Calaveras County,,06009,2020-06-04,-31,37,,,-26,7
Calaveras County,,06009,2020-06-05,-31,24,,,-23,8
Calaveras County,,06009,2020-06-06,-27,,108,,-14,
Calaveras County,,06009,2020-06-07,-16,,,,-16,
Calaveras County,,06009,2020-06-08,-30,15,,,-23,6
Calaveras County,,06009,2020-06-09,-30,25,,,-20,5
Calaveras County,,06009,2020-06-10,-27,27,,,-23,6
Calaveras County,,06009,2020-06-11,-29,27,,,-22,7
Calaveras County,,06009,2020-06-12,-25,23,,,-18,7
Calaveras County,,06009,2020-06-13,-27,,133,,-9,
Calaveras County,,06009,2020-06-14,-11,,,,-10,
Calaveras County,,06009,2020-06-15,-26,16,,,-22,6
Calaveras County,,06009,2020-06-16,-28,26,,,-21,4
Calaveras County,,06009,2020-06-17,-27,27,,,-23,5
Calaveras County,,06009,2020-06-18,-25,30,,,-25,5
Calaveras County,,06009,2020-06-19,-27,29,,,-22,5
Calaveras County,,06009,2020-06-20,-28,,,,-2,
Calaveras County,,06009,2020-06-21,-19,,,,-8,
Calaveras County,,06009,2020-06-22,-29,17,,,-25,6
Calaveras County,,06009,2020-06-23,-32,21,,,-26,6
Colusa County,,06011,2020-02-15,10,-9,,18,3,
Colusa County,,06011,2020-02-16,16,2,,8,-8,
Colusa County,,06011,2020-02-17,13,-7,,22,-38,
Colusa County,,06011,2020-02-18,9,-9,,12,-2,
Colusa County,,06011,2020-02-19,5,-1,,8,-5,
Colusa County,,06011,2020-02-20,4,5,,8,-4,
Colusa County,,06011,2020-02-21,10,-7,,10,-5,
Colusa County,,06011,2020-02-22,7,-12,,-3,6,
Colusa County,,06011,2020-02-23,19,-1,,11,0,
Colusa County,,06011,2020-02-24,12,-4,,2,5,
Colusa County,,06011,2020-02-25,1,-4,,10,9,
Colusa County,,06011,2020-02-26,6,1,,4,-1,
Colusa County,,06011,2020-02-27,10,4,,4,3,
Colusa County,,06011,2020-02-28,12,-3,,12,1,
Colusa County,,06011,2020-02-29,9,-6,,6,5,
Colusa County,,06011,2020-03-01,51,1,,18,2,
Colusa County,,06011,2020-03-02,18,5,,-2,4,
Colusa County,,06011,2020-03-03,10,7,,16,4,
Colusa County,,06011,2020-03-04,11,10,,6,0,
Colusa County,,06011,2020-03-05,22,24,,1,1,
Colusa County,,06011,2020-03-06,9,0,,9,-2,
Colusa County,,06011,2020-03-07,8,-3,,4,13,
Colusa County,,06011,2020-03-08,14,1,,20,10,
Colusa County,,06011,2020-03-09,12,1,,5,2,
Colusa County,,06011,2020-03-10,9,5,,10,1,
Colusa County,,06011,2020-03-11,7,7,,-2,0,
Colusa County,,06011,2020-03-12,15,14,,0,5,
Colusa County,,06011,2020-03-13,6,8,,-1,2,
Colusa County,,06011,2020-03-14,3,5,,-6,3,
Colusa County,,06011,2020-03-15,5,23,,3,-6,
Colusa County,,06011,2020-03-16,7,37,,11,-4,
Colusa County,,06011,2020-03-17,-1,20,,3,-11,
Colusa County,,06011,2020-03-18,-6,27,,4,-24,
Colusa County,,06011,2020-03-19,-7,38,,2,-23,
Colusa County,,06011,2020-03-20,-25,5,,-7,-35,
Colusa County,,06011,2020-03-21,-35,-10,,-30,-19,
Colusa County,,06011,2020-03-22,-24,4,,-15,-27,
Colusa County,,06011,2020-03-23,-26,-13,,-20,-33,
Colusa County,,06011,2020-03-24,-37,-10,,-11,-33,
Colusa County,,06011,2020-03-25,-36,-7,,-22,-37,
Colusa County,,06011,2020-03-26,-27,6,,-19,-37,
Colusa County,,06011,2020-03-27,-44,-20,,-23,-33,
Colusa County,,06011,2020-03-28,-39,-17,,-26,-25,
Colusa County,,06011,2020-03-29,-37,-1,,-32,-37,
Colusa County,,06011,2020-03-30,-33,-15,,-24,-37,
Colusa County,,06011,2020-03-31,-40,4,,-9,-40,
Colusa County,,06011,2020-04-01,-28,2,,-13,-37,
Colusa County,,06011,2020-04-02,-28,4,,-29,-39,
Colusa County,,06011,2020-04-03,-31,-6,,-21,-38,
Colusa County,,06011,2020-04-04,-41,-10,,-39,-25,
Colusa County,,06011,2020-04-05,-46,-6,,-42,-39,
Colusa County,,06011,2020-04-06,,,,-26,-37,
Colusa County,,06011,2020-04-07,,,,-15,-38,
Colusa County,,06011,2020-04-08,,,,-7,-42,
Colusa County,,06011,2020-04-09,,,,-25,-35,
Colusa County,,06011,2020-04-10,,,,-28,-44,
Colusa County,,06011,2020-04-11,,,,-38,-30,
Colusa County,,06011,2020-04-12,,,,-42,-44,
Colusa County,,06011,2020-04-13,,,,-31,-34,
Colusa County,,06011,2020-04-14,,,,-9,-34,
Colusa County,,06011,2020-04-15,,,,-22,-38,
Colusa County,,06011,2020-04-16,,,,-26,-36,
Colusa County,,06011,2020-04-17,,,,-34,-38,
Colusa County,,06011,2020-04-18,,,,-40,-21,
Colusa County,,06011,2020-04-19,,,,-39,-23,
Colusa County,,06011,2020-04-20,,,,-28,-35,
Colusa County,,06011,2020-04-21,,,,-28,-35,
Colusa County,,06011,2020-04-22,,,,-30,-38,
Colusa County,,06011,2020-04-23,,,,-34,-37,
Colusa County,,06011,2020-04-24,,,,-33,-35,
Colusa County,,06011,2020-04-25,,,,-36,-19,
Colusa County,,06011,2020-04-26,,,,-34,-23,
Colusa County,,06011,2020-04-27,,,,-24,-35,
Colusa County,,06011,2020-04-28,,,,-25,-32,
Colusa County,,06011,2020-04-29,,,,-32,-36,
Colusa County,,06011,2020-04-30,,,,-28,-37,
Colusa County,,06011,2020-05-01,,,,-26,-34,
Colusa County,,06011,2020-05-02,,,,-39,-18,
Colusa County,,06011,2020-05-03,,,,-33,-17,
Colusa County,,06011,2020-05-04,,,,-37,-31,
Colusa County,,06011,2020-05-05,,,,-24,-35,
Colusa County,,06011,2020-05-06,,,,-28,-35,
Colusa County,,06011,2020-05-07,,,,-25,-34,
Colusa County,,06011,2020-05-08,,,,-25,-33,
Colusa County,,06011,2020-05-09,,,,-30,-9,
Colusa County,,06011,2020-05-10,,,,-31,-18,
Colusa County,,06011,2020-05-11,,,,-25,-32,
Colusa County,,06011,2020-05-12,,,,-24,-28,
Colusa County,,06011,2020-05-13,,,,-20,-35,
Colusa County,,06011,2020-05-14,-40,,,-24,-30,
Colusa County,,06011,2020-05-15,-37,,,-17,-27,
Colusa County,,06011,2020-05-16,-32,,,-28,-12,
Colusa County,,06011,2020-05-17,-29,,,-22,-20,
Colusa County,,06011,2020-05-18,,,,-21,-26,
Colusa County,,06011,2020-05-19,,,,-17,-27,
Colusa County,,06011,2020-05-20,-34,,,-15,-28,
Colusa County,,06011,2020-05-21,-29,,,-12,-29,
Colusa County,,06011,2020-05-22,-19,,,-6,-29,
Colusa County,,06011,2020-05-23,-21,,,-15,-19,
Colusa County,,06011,2020-05-24,-20,,,-15,-17,
Colusa County,,06011,2020-05-25,-26,,,-5,-62,
Colusa County,,06011,2020-05-26,-30,,,-16,-25,
Colusa County,,06011,2020-05-27,-34,,,-15,-27,
Colusa County,,06011,2020-05-28,-29,,,-10,-26,
Colusa County,,06011,2020-05-29,-30,,,-25,-21,
Colusa County,,06011,2020-05-30,-30,,,-31,-10,
Colusa County,,06011,2020-05-31,-18,,,-11,-9,
Colusa County,,06011,2020-06-01,-28,,,-7,-21,
Colusa County,,06011,2020-06-02,-30,,,-10,-24,
Colusa County,,06011,2020-06-03,-27,,,-16,-30,
Colusa County,,06011,2020-06-04,-31,,,-11,-27,
Colusa County,,06011,2020-06-05,-26,,,-15,-25,
Colusa County,,06011,2020-06-06,-19,,,-18,-3,
Colusa County,,06011,2020-06-07,-1,,,-7,-16,
Colusa County,,06011,2020-06-08,-18,,,-9,-25,
Colusa County,,06011,2020-06-09,-29,,,-17,-26,
Colusa County,,06011,2020-06-10,-25,,,-14,-28,
Colusa County,,06011,2020-06-11,-27,,,-16,-27,
Colusa County,,06011,2020-06-12,-24,,,-7,-28,
Colusa County,,06011,2020-06-13,-16,,,-19,0,
Colusa County,,06011,2020-06-14,-8,,,1,-13,
Colusa County,,06011,2020-06-15,-19,,,-6,-24,
Colusa County,,06011,2020-06-16,-25,,,-13,-21,
Colusa County,,06011,2020-06-17,-21,,,-15,-26,
Colusa County,,06011,2020-06-18,-14,,,-16,-26,
Colusa County,,06011,2020-06-19,-19,,,-10,-30,
Colusa County,,06011,2020-06-20,-16,,,-12,-3,
Colusa County,,06011,2020-06-21,-5,,,-1,0,
Colusa County,,06011,2020-06-22,-16,,,-11,-27,
Colusa County,,06011,2020-06-23,-23,,,-17,-30,
Contra Costa County,,06013,2020-02-15,-1,1,25,7,-2,-1
Contra Costa County,,06013,2020-02-16,3,0,35,10,0,-2
Contra Costa County,,06013,2020-02-17,9,3,70,-32,-48,10
Contra Costa County,,06013,2020-02-18,-1,1,22,2,-2,0
Contra Costa County,,06013,2020-02-19,-1,0,12,-3,0,0
Contra Costa County,,06013,2020-02-20,0,1,19,0,-1,0
Contra Costa County,,06013,2020-02-21,-1,2,13,-1,0,0
Contra Costa County,,06013,2020-02-22,1,5,29,4,2,-1
Contra Costa County,,06013,2020-02-23,3,6,39,8,4,-1
Contra Costa County,,06013,2020-02-24,1,2,17,2,4,-1
Contra Costa County,,06013,2020-02-25,1,3,24,5,4,-1
Contra Costa County,,06013,2020-02-26,3,3,16,-1,3,-1
Contra Costa County,,06013,2020-02-27,3,6,23,3,2,-1
Contra Costa County,,06013,2020-02-28,2,5,12,2,3,0
Contra Costa County,,06013,2020-02-29,5,8,29,3,1,-1
Contra Costa County,,06013,2020-03-01,6,8,20,8,4,0
Contra Costa County,,06013,2020-03-02,5,9,7,2,3,-1
Contra Costa County,,06013,2020-03-03,7,11,28,0,2,-1
Contra Costa County,,06013,2020-03-04,3,7,21,-4,2,0
Contra Costa County,,06013,2020-03-05,2,6,19,-3,1,0
Contra Costa County,,06013,2020-03-06,0,6,2,-6,1,1
Contra Costa County,,06013,2020-03-07,-1,5,-15,-10,-1,2
Contra Costa County,,06013,2020-03-08,0,6,13,-3,2,1
Contra Costa County,,06013,2020-03-09,2,7,22,-10,0,1
Contra Costa County,,06013,2020-03-10,2,9,28,-12,-2,2
Contra Costa County,,06013,2020-03-11,2,10,21,-17,-4,2
Contra Costa County,,06013,2020-03-12,4,20,27,-19,-6,3
Contra Costa County,,06013,2020-03-13,-1,31,2,-24,-9,5
Contra Costa County,,06013,2020-03-14,-15,20,-48,-30,-8,7
Contra Costa County,,06013,2020-03-15,-17,10,-33,-28,-10,7
Contra Costa County,,06013,2020-03-16,-1,44,-21,-40,-29,11
Contra Costa County,,06013,2020-03-17,-37,-1,-20,-58,-50,22
Contra Costa County,,06013,2020-03-18,-38,-6,-24,-61,-52,23
Contra Costa County,,06013,2020-03-19,-36,-2,12,-59,-52,23
Contra Costa County,,06013,2020-03-20,-40,-6,-1,-58,-51,24
Contra Costa County,,06013,2020-03-21,-46,-9,7,-50,-36,16
Contra Costa County,,06013,2020-03-22,-47,-18,18,-46,-37,14
Contra Costa County,,06013,2020-03-23,-40,-18,-22,-63,-54,23
Contra Costa County,,06013,2020-03-24,-42,-17,-34,-68,-56,26
Contra Costa County,,06013,2020-03-25,-41,-15,-13,-65,-56,25
Contra Costa County,,06013,2020-03-26,-40,-12,5,-64,-56,25
Contra Costa County,,06013,2020-03-27,-43,-14,-11,-63,-55,26
Contra Costa County,,06013,2020-03-28,-50,-18,-45,-58,-42,19
Contra Costa County,,06013,2020-03-29,-48,-21,-15,-49,-41,15
Contra Costa County,,06013,2020-03-30,-39,-17,-2,-63,-56,23
Contra Costa County,,06013,2020-03-31,-38,-12,1,-64,-57,24
Contra Costa County,,06013,2020-04-01,-39,-11,-8,-65,-57,24
Contra Costa County,,06013,2020-04-02,-39,-9,1,-65,-58,25
Contra Costa County,,06013,2020-04-03,-41,-8,-7,-63,-56,26
Contra Costa County,,06013,2020-04-04,-52,-16,-56,-62,-43,19
Contra Costa County,,06013,2020-04-05,-54,-25,-53,-60,-44,17
Contra Costa County,,06013,2020-04-06,-45,-20,-44,-69,-59,26
Contra Costa County,,06013,2020-04-07,-42,-10,-1,-63,-59,25
Contra Costa County,,06013,2020-04-08,-44,-14,-18,-65,-59,26
Contra Costa County,,06013,2020-04-09,-44,-12,-12,-66,-60,27
Contra Costa County,,06013,2020-04-10,-44,-10,-5,-62,-59,27
Contra Costa County,,06013,2020-04-11,-47,-7,-17,-51,-43,17
Contra Costa County,,06013,2020-04-12,-62,-29,-9,-44,-43,15
Contra Costa County,,06013,2020-04-13,-44,-21,-1,-61,-57,24
Contra Costa County,,06013,2020-04-14,-43,-17,4,-61,-57,25
Contra Costa County,,06013,2020-04-15,-49,-14,-3,-62,-57,25
Contra Costa County,,06013,2020-04-16,-60,-13,-4,-62,-57,26
Contra Costa County,,06013,2020-04-17,-61,-14,-15,-60,-55,26
Contra Costa County,,06013,2020-04-18,-62,-12,-3,-45,-37,17
Contra Costa County,,06013,2020-04-19,-63,-18,8,-41,-37,14
Contra Costa County,,06013,2020-04-20,-60,-17,-12,-61,-56,23
Contra Costa County,,06013,2020-04-21,-59,-13,5,-61,-56,25
Contra Costa County,,06013,2020-04-22,-60,-14,0,-62,-56,24
Contra Costa County,,06013,2020-04-23,-59,-13,7,-61,-57,25
Contra Costa County,,06013,2020-04-24,-59,-13,2,-59,-54,25
Contra Costa County,,06013,2020-04-25,-61,-10,6,-43,-37,16
Contra Costa County,,06013,2020-04-26,-61,-15,16,-40,-36,13
Contra Costa County,,06013,2020-04-27,-57,-14,2,-59,-55,23
Contra Costa County,,06013,2020-04-28,-57,-12,5,-58,-55,16
Contra Costa County,,06013,2020-04-29,-53,-14,-9,-61,-56,24
Contra Costa County,,06013,2020-04-30,-50,-11,3,-59,-55,24
Contra Costa County,,06013,2020-05-01,-49,-9,3,-56,-53,24
Contra Costa County,,06013,2020-05-02,-52,-8,2,-41,-34,15
Contra Costa County,,06013,2020-05-03,-51,-10,27,-35,-31,12
Contra Costa County,,06013,2020-05-04,-47,-11,5,-56,-52,21
Contra Costa County,,06013,2020-05-05,-46,-5,7,-57,-52,22
Contra Costa County,,06013,2020-05-06,-49,-10,5,-58,-52,22
Contra Costa County,,06013,2020-05-07,-48,-6,11,-58,-52,22
Contra Costa County,,06013,2020-05-08,-48,-3,4,-54,-50,22
Contra Costa County,,06013,2020-05-09,-48,9,10,-36,-29,12
Contra Costa County,,06013,2020-05-10,-47,4,14,-33,-27,10
Contra Costa County,,06013,2020-05-11,-50,-16,-20,-57,-51,21
Contra Costa County,,06013,2020-05-12,-48,-8,-2,-58,-51,22
Contra Costa County,,06013,2020-05-13,-48,-11,-10,-60,-51,22
Contra Costa County,,06013,2020-05-14,-48,-10,2,-59,-51,22
Contra Costa County,,06013,2020-05-15,-48,-8,15,-55,-49,21
Contra Costa County,,06013,2020-05-16,-48,-6,21,-41,-29,13
Contra Costa County,,06013,2020-05-17,-50,-12,3,-42,-28,12
Contra Costa County,,06013,2020-05-18,-45,-11,-2,-58,-49,20
Contra Costa County,,06013,2020-05-19,-44,-8,16,-57,-49,20
Contra Costa County,,06013,2020-05-20,-44,-7,14,-56,-49,20
Contra Costa County,,06013,2020-05-21,-43,-4,24,-56,-49,20
Contra Costa County,,06013,2020-05-22,-44,-1,21,-51,-47,20
Contra Costa County,,06013,2020-05-23,-46,1,31,-34,-25,11
Contra Costa County,,06013,2020-05-24,-45,-2,38,-31,-25,8
Contra Costa County,,06013,2020-05-25,-48,-6,33,-62,-74,24
Contra Costa County,,06013,2020-05-26,-43,-7,1,-56,-47,19
Contra Costa County,,06013,2020-05-27,-43,-7,1,-58,-47,20
Contra Costa County,,06013,2020-05-28,-42,-4,15,-55,-46,20
Contra Costa County,,06013,2020-05-29,-44,-6,11,-52,-44,20
Contra Costa County,,06013,2020-05-30,-48,-6,-1,-38,-20,13
Contra Costa County,,06013,2020-05-31,-46,-9,32,-36,-18,10
Contra Costa County,,06013,2020-06-01,-46,-10,7,-53,-46,19
Contra Costa County,,06013,2020-06-02,-46,-5,2,-56,-47,20
Contra Costa County,,06013,2020-06-03,-44,-4,-4,-56,-46,19
Contra Costa County,,06013,2020-06-04,-40,-2,16,-54,-46,19
Contra Costa County,,06013,2020-06-05,-42,-4,8,-50,-43,19
Contra Costa County,,06013,2020-06-06,-42,0,23,-31,-19,10
Contra Costa County,,06013,2020-06-07,-40,-7,36,-29,-18,8
Contra Costa County,,06013,2020-06-08,-36,-7,22,-50,-43,16
Contra Costa County,,06013,2020-06-09,-37,-4,24,-51,-43,17
Contra Costa County,,06013,2020-06-10,-37,-6,13,-54,-44,17
Contra Costa County,,06013,2020-06-11,-37,-4,30,-52,-44,18
Contra Costa County,,06013,2020-06-12,-39,-4,18,-49,-42,17
Contra Costa County,,06013,2020-06-13,-39,-1,37,-32,-16,8
Contra Costa County,,06013,2020-06-14,-39,-6,46,-31,-15,7
Contra Costa County,,06013,2020-06-15,-35,-7,19,-52,-43,16
Contra Costa County,,06013,2020-06-16,-34,-4,34,-51,-43,16
Contra Costa County,,06013,2020-06-17,-34,-4,21,-51,-44,16
Contra Costa County,,06013,2020-06-18,-34,-3,26,-51,-45,16
Contra Costa County,,06013,2020-06-19,-35,0,19,-49,-43,15
Contra Costa County,,06013,2020-06-20,-35,6,28,-29,-16,7
Contra Costa County,,06013,2020-06-21,-38,1,33,-30,-15,5
Contra Costa County,,06013,2020-06-22,-35,-9,15,-53,-46,15
Contra Costa County,,06013,2020-06-23,-34,-5,26,-53,-45,16
Del Norte County,,06015,2020-02-15,17,13,,,0,
Del Norte County,,06015,2020-02-16,19,3,,,3,
Del Norte County,,06015,2020-02-17,16,1,,,-33,
Del Norte County,,06015,2020-02-18,3,3,,,6,
Del Norte County,,06015,2020-02-19,5,-1,,,0,
